TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;28.386.172/0001-64;LE MONDE FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;7682921.86
FI;28.386.218/0001-45;MILES ACER LONG BIAS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;37618622.14
FI;28.386.252/0001-10;VISIA MASTER FUNDO DE INVESTIMENTO EM RENDA FIXA REFERENCIADO DI;2021-12-31;273684488.82
FI;28.386.255/0001-53;BB MULTIMERCADO MULTIGESTOR  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-12-31;51084288.90
FI;28.386.260/0001-66;JRG FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO  NO EXTERIOR;2021-12-31;32199901.07
FI;28.386.320/0001-40;PICBLOC FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;68881970.92
FI;28.386.376/0001-03;BRASIL CAPITAL S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-12-31;229008067.56
FI;28.396.480/0001-70;BB PR MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO;2021-12-31;22960074.34
FI;28.396.493/0001-40;BB FREITAS E IRMÃOS MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FI CRÉDITO PRIVADO;2021-12-31;12875279.67
FI;28.396.597/0001-54;PERFORMANCE PLUS FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;162203728.27
FI;28.396.618/0001-31;VIFBROOS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;10590432.20
FI;28.396.644/0001-60;AZ QUEST COMPOUND ESG FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;11855289.44
FI;28.407.875/0001-21;MILES VIRTUS I FUNDO DE INVEST IMENT O EM COT AS DE FUNDOS DE INVEST IMENT O EM AÇÕES;2021-12-31;53249124.01
FI;28.408.007/0001-66;BB PACAU FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;2021-12-31;243231031.81
FI;28.408.016/0001-57;BB RENDA FIXA LONGO PRAZO BONDS GLOBAIS BRL PRIVATE CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR FIC FI;2021-12-31;357662113.67
FI;28.408.034/0001-39;BB NATIVIDADE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2021-12-31;50401731.11
FI;28.408.114/0001-94;CANVAS FUNDO DE INVESTIMENTO MULTIMERCADO DISTRESSED CREDIT CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;7090113.53
FI;28.408.121/0001-96;GTI HAIFA FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;183485141.91
FI;28.408.139/0001-98;KIRON MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;594502638.75
FI;28.418.221/0001-01;BB CENTURY MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS CRÉDITO PRIVADO;2021-12-31;8780165.22
FI;28.418.228/0001-15;BB ALAGOAS FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;590410.34
FI;28.419.514/0001-03;SUNO LO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;46184909.20
FI;28.427.957/0001-38;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ABSOLUTO GBS 42;2021-12-31;267096838.22
FI;28.427.968/0001-18;BRADESCO PRIVATE ABSOLUTO 42 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;2553831.53
FI;28.427.984/0001-00;BRADESCO MACRO TOP 22 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;14177468.28
FI;28.427.997/0001-80;BRADESCO MACRO 22 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;6579989.40
FI;28.428.020/0001-87;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS MULTIMERCADO RFA;2021-12-31;165409020.52
FI;28.428.029/0001-98;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MACRO PGBL/VGBL;2021-12-31;104742127.70
FI;28.428.057/0001-05;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO OMEGA;2021-12-31;12597102.07
FI;28.428.069/0001-30;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER PREMIUM;2021-12-31;17636526778.45
FI;28.428.077/0001-86;BRADESCO FI EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO PREMIUM PGBL/VGBL;2021-12-31;17436188095.35
FI;28.428.129/0001-14;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO MULTIGESTORES PLUS;2021-12-31;278902376.23
FI;28.428.137/0001-60;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MULTIGESTORES BALANCEADO;2021-12-31;130775664.93
FI;28.428.151/0001-64;BRADESCO CORPORATE FI EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA EXCLUSIVO M PGBL/VGBL;2021-12-31;112855300.61
FI;28.428.164/0001-33;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA DELFOS;2021-12-31;670604.12
FI;28.428.179/0001-00;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ADAM;2021-12-31;7303589.43
FI;28.428.202/0001-58;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO SPX NIMITZ;2021-12-31;147948904.52
FI;28.428.211/0001-49;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GÁVEA MACRO;2021-12-31;701302477.37
FI;28.428.226/0001-07;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO KAPITALO KAPPA;2021-12-31;407278167.88
FI;28.428.255/0001-79;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO BD ALM;2021-12-31;344064160.33
FI;28.428.287/0001-74;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO BD ALM II;2021-12-31;64759185.92
FI;28.428.297/0001-00;BRADESCO FIC DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR TERRA VERDE;2021-12-31;189502107.67
FI;28.428.790/0001-20;CSHG NCA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;98826665.76
FI;28.439.394/0001-06;XINGO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES 360;2021-12-31;147339923.38
FI;28.454.125/0001-00;SAFRA PREV ALFRAN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREV;2021-12-31;12088261.56
FI;28.454.147/0001-70;SAFRA PREV COPERNICO PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREV;2021-12-31;14902855.73
FI;28.454.156/0001-61;SANTAMARÍA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;19204679.45
FI;28.454.160/0001-20;USHUAYA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;11020483.04
FI;28.454.176/0001-32;ZETA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;148669987.97
FI;28.454.185/0001-23;BEIJA-FLOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;13436347.78
FI;28.454.209/0001-44;ARAÇAGY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;25207146.77
FI;28.454.214/0001-57;SAFRA ANS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;23587765.92
FI;28.454.237/0001-61;MABI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;815178.62
FI;28.461.406/0001-90;BRASILPREV RT FIX XII FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA;2021-12-31;3110820023.21
FI;28.461.419/0001-60;BRASILPREV RT FIX XI FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA;2021-12-31;2409933019.81
FI;28.462.440/0001-80;KEMP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;10357081.62
FI;28.462.461/0001-03;BTG PACTUAL ARF EQUITIES BRASIL FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;2021-12-31;204770361.64
FI;28.470.587/0001-11;VINCI MOSAICO INSTITUCIONAL FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;1094729532.50
FI;28.470.590/0001-35;GARIN CICLICO LONG BIASED FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;88117769.99
FI;28.470.603/0001-76;LUMINOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;4916662.07
FI;28.475.193/0001-56;JIVE DISTRESSED ALLOCATION II FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;577552064.16
FI;28.483.812/0001-54;DIAMANTINA GARDEN DB FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO E INVEST NO EXTERIOR;2021-12-31;8039999.42
FI;28.491.468/0001-45;BRASILPREV RT INAÊ FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;22959272.34
FI;28.491.477/0001-36;BRASILPREV RT TERRA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;258630686.48
FI;28.491.503/0001-26;BRASILPREV RT ICARIA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;31959659.93
FI;28.502.058/0001-52;BRASILPREV RT APARECIDA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;0.00
FI;28.504.479/0001-12;ALFA ALASKA BLACK INSTITUCIONAL - FUNDO DE INVESTIMENTO EM COTAS  DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;1311724.89
FI;28.504.508/0001-46;CORDOBA ANS - FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO;2021-12-31;101933399.12
FI;28.504.521/0001-03;ALFA SIRIUS - FUNDO DE INVESTIMENTO RENDA FIXA - CRÉDITO PRIVADO;2021-12-31;244217928.89
FI;28.515.850/0001-41;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA CREDITO PRIVADO CAIXA CENTRAL;2021-12-31;268065654.99
FI;28.515.874/0001-09;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA ALOCAÇÃO DINÂMICA;2021-12-31;1152512113.97
FI;28.515.917/0001-48;BRADESCO FIC DE FI RENDA FIXA CRÉDITO PRIVADO CORPORATIVO INVESTIMENTO NO EXTERIOR;2021-12-31;52908307.09
FI;28.515.937/0001-19;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE CHALLENGE;2021-12-31;16202197.15
FI;28.515.969/0001-14;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES SMALL CAPS ÁGORA;2021-12-31;14186227.46
FI;28.515.981/0001-29;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MULTIESTRATÉGIA ÁGORA;2021-12-31;3625460.39
FI;28.515.996/0001-97;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO S&P 500 ÁGORA;2021-12-31;68559198.83
FI;28.516.010/0001-01;BRAM FUNDO DE INVESTIMENTO MULTIMERCADO S&P;2021-12-31;599509882.35
FI;28.516.026/0001-06;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ABSOLUTO 42 ÁGORA;2021-12-31;2894937.48
FI;28.516.048/0001-76;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES IBOVESPA ÁGORA;2021-12-31;11730669.91
FI;28.516.058/0001-01;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL ÁGORA;2021-12-31;18301438.90
FI;28.516.138/0001-67;ATSU PREV SULAMERICA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;18390763.39
FI;28.516.168/0001-73;SAFARI SULAMERICA PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;80819676.73
FI;28.516.203/0001-54;SAFARI MASTER PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;93682248.62
FI;28.516.239/0001-38;SUL AMÉRICA CONC FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;64717957.57
FI;28.516.837/0001-07;VENKO LONG FUNDO DE INVESTIMENTO EM AÇOES;2021-12-31;1300095.00
FI;28.517.187/0001-14;SANTANDER RENDA FIXA REFERENCIADO DI - CLASSE A FIC FI;2021-12-31;1036303.36
FI;28.517.252/0001-01;BRADESCO FC DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR DIJON 2;2021-12-31;33454982.14
FI;28.518.497/0001-53;FEEDER IBIUNA STH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;214154955.58
FI;28.518.548/0001-47;FEEDER TRUXT MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCAD;2021-12-31;65283992.83
FI;28.549.930/0001-18;CSHG JIVE DISTRESSED ALLOCATION II FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;1399926152.29
FI;28.556.156/0001-72;BRASILPREV RT PREMIUM VIII FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA;2021-12-31;892671340.55
FI;28.556.167/0001-52;BRASILPREV FIX ESTRATÉGIA 2035 VIII FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA;2021-12-31;96676554.71
FI;28.556.179/0001-87;BRASILPREV FIX ESTRATÉGIA 2025 VIII FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA;2021-12-31;45220509.51
FI;28.557.904/0001-31;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA-B ÁGORA;2021-12-31;21790871.78
FI;28.557.920/0001-24;ICATU VANGUARDA HEDGE FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;2021-12-31;17949198.18
FI;28.557.951/0001-85;ICATU SEG GLOBAL EQUITY INCOME 10 FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO;2021-12-31;319513544.95
FI;28.557.970/0001-01;JV4 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;14347446.73
FI;28.557.990/0001-82;YBI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;58273076.31
FI;28.558.001/0001-75;FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO DIAMONDI - INVESTIMENTO NO EXTERIOR;2021-12-31;35324393.60
FI;28.558.030/0001-37;CNP ICATU PREVIDENCIÁRIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;5338208.45
FI;28.558.042/0001-61;ALASKA 100 ICATU PREV FIFE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;230186958.81
FI;28.558.061/0001-98;WRIGHT IMOBILIARIO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO;2021-12-31;46079694.09
FI;28.558.108/0001-13;M3 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;15695836.97
FI;28.558.118/0001-59;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR MÉTRICA;2021-12-31;75334115.67
FI;28.558.129/0001-39;FUNDO DE INVESTIMENTO EM ACOES ALELUIA ALELUIA - INVESTIMENTO NO EXTERIOR;2021-12-31;1785763654.47
FI;28.558.149/0001-00;PORTIFOLIO 2 BETA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;31319101.40
FI;28.558.221/0001-07;GÁVEA ESTRATÉGIA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;1498234671.21
FI;28.558.263/0001-30;HVAR FUNDO DE INVESTIMENTO EM COTAS DE FI  MULTIMERCADO CREDITO PRIVADO INVESTIMENTO EXTERIOR;2021-12-31;24066879.80
FI;28.558.276/0001-09;AZ QUEST MULTIMANAGER BBDC FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;5558206.59
FI;28.558.361/0001-77;THALASSA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;55271077.70
FI;28.558.403/0001-70;RFT YUKON FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;99137612.31
FI;28.558.411/0001-16;KAPITALO ALPHA GLOBAL MÁSTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;18152304.75
FI;28.558.421/0001-51;KAPITALO ALPHA GLOBAL FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;23561996.35
FI;28.567.894/0001-15;BB MULTIMERCADO MULTIGESTOR MODULO HV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-12-31;181883273.05
FI;28.568.647/0001-33;HOPLON FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;25757065.34
FI;28.568.701/0001-40;GARIN OR LONG BIASED FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;38847855.63
FI;28.578.897/0001-54;BB AÇÕES ALOCAÇÃO ETF INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;269857868.75
FI;28.578.913/0001-09;BB SH MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2021-12-31;30838488.29
FI;28.578.921/0001-55;BB ABRC FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-12-31;574968238.63
FI;28.578.936/0001-13;BB AÇÕES NORDEA GLOBAL CLIMATE AND ENVIRONMENT INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;2021-12-31;1266476866.34
FI;28.579.438/0001-95;FUNDO DE INVESTIMENTO MULTIMERCADO BTG PCP INTERNATIONAL CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;28409107.25
FI;28.579.454/0001-88;CARVALHO MACRO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;70555238.90
FI;28.579.477/0001-92;SMART FUND DEEP BLUE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;9711656.14
FI;28.580.523/0001-73;G5 ALLOCATION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;0.00
FI;28.580.790/0001-40;SAFRA SETORIAL BANCOS MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;100130192.32
FI;28.580.799/0001-51;SAFRA SETORIAL BANCOS PB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;100313478.59
FI;28.580.807/0001-60;SAFRA CONSUMO MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;407260115.78
FI;28.580.812/0001-72;SAFRA CONSUMO PB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;326673019.37
FI;28.580.823/0001-52;URCA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;19382225.57
FI;28.580.837/0001-76;GAPALUMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;12697193.74
FI;28.580.853/0001-69;ICHGENHAUSS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;50476214.29
FI;28.580.862/0001-50;MANAGER GROU ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;0.00
FI;28.580.883/0001-75;TRAPPIST FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;52558238.35
FI;28.581.039/0001-69;VINLAND LONG BIAS ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;91108098.80
FI;28.581.043/0001-27;MORÁS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;82161604.71
FI;28.581.048/0001-50;AKAMAI FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;35214441.80
FI;28.581.055/0001-51;NOVA BOSSA II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;32861848.43
FI;28.581.078/0001-66;TXAI MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;147097772.81
FI;28.581.086/0001-02;ICATU VANGUARDA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULT CRÉD PRIV MAUÁ PREV;2021-12-31;157130105.84
FI;28.581.091/0001-15;FUNDO DE INVESTIMENTO MULTIMERCADO BD5 FLEX - PLANALTO CRÉDITO PRIVADO;2021-12-31;151330258.47
FI;28.581.096/0001-48;ADAM MACRO STRATEGY 1 D60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;44163305.03
FI;28.581.109/0001-89;VINLAND MACRO ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;511319538.82
FI;28.581.119/0001-14;VINLAND P MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;119356203.31
FI;28.581.127/0001-60;VINLAND MACRO 2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;433557616.73
FI;28.581.132/0001-73;VINLAND TFO MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;23942749.46
FI;28.581.136/0001-51;VINLAND LONG BIAS MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;389183210.28
FI;28.581.145/0001-42;VINLAND MACRO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;1460883996.90
FI;28.581.159/0001-66;VINLAND LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;75249160.63
FI;28.581.166/0001-68;VINLAND MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;240274129.87
FI;28.581.175/0001-59;TRAFALGAR VICTORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;58914787.03
FI;28.581.405/0001-80;FUNDO DE INVESTIMENTO MULTIMERCADO CD6 FLEX - PLANALTO CENTRAL CRÉDITO PRIVADO;2021-12-31;1491965869.96
FI;28.581.482/0001-30;FP PRIMUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;6435332.29
FI;28.581.505/0001-06;PELORUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;20316430.14
FI;28.581.572/0001-20;MORRETES II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;87007428.63
FI;28.581.588/0001-33;UNIÃO ASPECIR PGBL E VGBL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO PREVIDENCIÁRIO;2021-12-31;1818797.45
FI;28.581.607/0001-21;4UM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2021-12-31;61620193.05
FI;28.581.662/0001-11;FUNDO DE INVESTIMENTO EM AÇÕES PARATY;2021-12-31;239717615.40
FI;28.581.672/0001-57;TERRAZUL RV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;39334567.70
FI;28.586.408/0001-06;FUNDO DE INVESTIMENTO EM AÇÕES IPANEMA;2021-12-31;252119800.77
FI;28.586.460/0001-62;FUNDO DE INVESTIMENTO CAIXA MOGNO RENDA FIXA LONGO PRAZO;2021-12-31;79843338.18
