TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;28.081.205/0001-68;PISA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;58877301.85
FI;28.086.634/0001-28;PRUMO DISCOVERY FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;23029667.88
FI;28.087.314/0001-92;NOVUS INSTITUCIONAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;366532866.01
FI;28.087.402/0001-94;VEXTY MONGERAL AEGON FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;548988947.30
FI;28.098.599/0001-67;HAWK FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;99387165.60
FI;28.098.751/0001-01;TAAFFEITE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;98823316.05
FI;28.122.124/0001-69;JAVELIN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;1319286772.89
FI;28.122.142/0001-40;XP INVESTOR IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;59828298.69
FI;28.122.163/0001-66;2R FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;15554056.79
FI;28.122.220/0001-07;PORT CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;292271267.47
FI;28.122.262/0001-48;SANTANDER PB WMDM1911 MULT CRED PRIV FC FI;2021-12-31;16318579.02
FI;28.128.245/0001-18;EQUITAS SELECTION II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-12-31;3400880.44
FI;28.140.746/0001-10;WESTERN ASSET MACRO OPPS SELEÇÃO FICFI MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;48472099.81
FI;28.140.793/0001-63;ITAÚ VÉRTICE FUNDAMENTA LATAM LONG BIAS MULTIMERCADO INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;2021-12-31;284091537.11
FI;28.140.850/0001-04;ITAÚ RT HORIZON PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2021-12-31;78700189.13
FI;28.140.867/0001-61;ITAÚ RT HORIZON MASTER FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;263566624.07
FI;28.140.888/0001-87;ITAÚ FLEXPREV PREVILLE II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;348723350.74
FI;28.140.892/0001-45;BAHIA AM MARAÚ PVT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;101926731.06
FI;28.140.907/0001-75;ITAÚ FLEXPREV ITAJUÍ MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2021-12-31;58645193.70
FI;28.140.916/0001-66;ITAÚ PRIVATE PREVIDÊNCIA IFO RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-12-31;21693418.11
FI;28.140.922/0001-13;ITAÚ FLEXPREV JA2020 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;41754607.42
FI;28.140.939/0001-70;ITAÚ FLEXPREV FETHIE MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2021-12-31;205021626.74
FI;28.140.951/0001-85;ITAÚ FLEXPREV HVBR FUNDO DE INVESTIMENTO  EM COTAS DE FUNDOS DE INV MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;43094911.68
FI;28.140.983/0001-80;ITAÚ FLEXPREV KILAUEA FUNDO DE INV EM COTAS DE FUNDOS DE INV MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;34839162.95
FI;28.140.991/0001-27;HARMONIA FUNDO DE INV EM COTAS DE FDOS DE INV MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;14521771.67
FI;28.141.005/0001-53;ITAÚ FLEXPREV SETOLA FICFI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;27332877.63
FI;28.144.529/0001-06;LARA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;14047906.17
FI;28.144.563/0001-72;VRP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;26053754.39
FI;28.144.599/0001-56;CALETHA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;133302802.05
FI;28.144.638/0001-15;SERRA DO CUÓ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIV IE;2021-12-31;15298464.88
FI;28.144.664/0001-43;CAIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;13124513.12
FI;28.144.716/0001-81;LUXURY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-12-31;28577418.31
FI;28.144.735/0001-08;SAFRA FARADAY AÇÕES MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;1242902384.78
FI;28.144.770/0001-27;SAFRA FARADAY AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;1117882511.18
FI;28.144.844/0001-25;MANAGER OCEANA LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;86150742.86
FI;28.144.866/0001-95;LAGO NEGRO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;13457257.45
FI;28.144.884/0001-77;ITAGUAÇU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;19897923.96
FI;28.144.895/0001-57;SARETE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;7049335.28
FI;28.144.936/0001-05;AURORA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;8489042.57
FI;28.145.208/0001-18;ALFERES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INV MULTIMERCADO CRÉDITO PRIVADO INV NO EXTERIOR;2021-12-31;13641827.53
FI;28.145.378/0001-00;ITAÚ FLEXPREV ZNT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;65179818.56
FI;28.152.799/0001-50;SINGULARE RENDA FIXA REFERENCIADO DI LONGO PRAZO FUNDO DE INVESTIMENTO;2021-12-31;420037562.44
FI;28.152.842/0001-88;QUATTUOR FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;62722076.76
FI;28.153.494/0001-63;POLO CLUBES I FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;23416040.70
FI;28.194.713/0001-52;SANTANDER PB SERENGETI MULTIMERCADO CRÉDITO PRIVADO FIC FI;2021-12-31;22262037.25
FI;28.194.756/0001-38;PROSPERITY PLUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;42157495.94
FI;28.205.295/0001-51;ITAÚ FLEXPREV ARGO FUNDO DE INVESTIMENTO EM COTAS DE FDOS DE INVESTIM MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;84152867.43
FI;28.205.308/0001-92;ITAÚ GOLD CORPORATE CRÉDITO PRIVADO RENDA FIXA FUNDO DE INV EM COTAS DE FUNDOS DE INV;2021-12-31;4636095388.18
FI;28.205.534/0001-73;ITAÚ FLEXPREV COMENDADOR FICFI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;36552897.23
FI;28.205.553/0001-08;PHUKET FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INV MULTIMERCADO CRÉDITO PRIVADO INV NO EXTERIOR;2021-12-31;89512126.14
FI;28.206.114/0001-01;RAYONG FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;111031461.88
FI;28.206.161/0001-55;ITAÚ FLEXPREV VILLARICA FUNDO DE INV EM COTAS DE FUNDOS DE INV MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;83143617.02
FI;28.206.220/0001-95;SOMMA TORINO FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2021-12-31;148106962.63
FI;28.206.271/0001-17;KATO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;11335493.28
FI;28.206.291/0001-98;FUNDO DE INVESTIMENTO RENDA FIXA VISÃO PREV WESTERN ASSET;2021-12-31;1008422126.64
FI;28.206.307/0001-62;MÚLTIPLO FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2021-12-31;16553539.44
FI;28.206.335/0001-80;RENTAL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;18849611.58
FI;28.206.355/0001-50;FAMAG FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;44341395.00
FI;28.206.371/0001-43;WINGS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;37138665.69
FI;28.206.392/0001-69;GREEN PREVIDENCIARIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;10477810.53
FI;28.227.560/0001-00;CROSSCHECK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;44025808.62
FI;28.235.629/0001-30;BAHIA AM MARAU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS;2021-12-31;6524114.59
FI;28.235.674/0001-94;PACIFICO LB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTMERCADO ACCESS;2021-12-31;14478315.49
FI;28.246.543/0001-02;CACIMBA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;19395010.30
FI;28.246.588/0001-87;CANVAS ESTRATÉGIA ENDURO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;4404192.56
FI;28.246.609/0001-64;IP PARTICIPAÇÕES IPG MASTER FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2021-12-31;962191980.45
FI;28.246.652/0001-20;CANVAS DAKAR LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;9612158.30
FI;28.246.671/0001-56;JGP STRATEGY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO FEEDER X;2021-12-31;814379966.11
FI;28.247.030/0001-16;TEMPRANILLO FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;2021-12-31;3397974457.36
FI;28.247.048/0001-18;MOGNO FINFAVP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;11472247.77
FI;28.247.067/0001-44;MOGNO LFM FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;17079650.82
FI;28.253.950/0001-47;POLO III FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;0.00
FI;28.253.954/0001-25;CSHG CEDRO II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-12-31;43565498.72
FI;28.254.364/0001-17;AKB FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;10989465.30
FI;28.254.516/0001-81;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO BVP XXXVIII;2021-12-31;31267083.27
FI;28.254.520/0001-40;VIC PF SPECTRA PRIVATE EQUITY III FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO IE;2021-12-31;48161740.22
FI;28.254.528/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO GLAUPA;2021-12-31;44495957.42
FI;28.254.529/0001-50;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MEG;2021-12-31;42776023.38
FI;28.254.533/0001-19;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MRF-BR;2021-12-31;130345467.67
FI;28.254.539/0001-96;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO JBP;2021-12-31;35482357.50
FI;28.254.542/0001-00;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MDSV;2021-12-31;27030666.37
FI;28.254.550/0001-56;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MIRANTE ITAÚ IBRX;2021-12-31;327176652.57
FI;28.254.554/0001-34;GESTÃO RECEBÍVEIS DE ENERGIA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;18575339.07
FI;28.254.557/0001-78;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO PEGASUS;2021-12-31;1412058751.25
FI;28.254.564/0001-70;WINGI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;25581156.67
FI;28.254.572/0001-16;TUCUM FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;17710976.97
FI;28.254.580/0001-62;VIC AUGME MIRANTE FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO;2021-12-31;247844459.73
FI;28.254.584/0001-40;PONTAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;39447939.20
FI;28.254.592/0001-97;SMM FUNDO DE INVESTIMENTO EM COTAS DE FI MULT CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;9916561.51
FI;28.254.868/0001-37;TANGARA RV FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;2021-12-31;205259482.66
FI;28.254.874/0001-94;SAHY RV FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;2021-12-31;334543386.74
FI;28.254.895/0001-00;LA BARRA RV FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;2021-12-31;402840656.63
FI;28.254.925/0001-88;EMBAU RV FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;2021-12-31;320959800.08
FI;28.259.413/0001-04;GRAND JOURNEY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;18772482.78
FI;28.259.415/0001-01;IRIDIUM PIONEER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2021-12-31;105419839.00
FI;28.260.437/0001-83;OPPORTUNITY AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I INVESTIMENTO NO EXTERIOR;2021-12-31;12243312717.13
FI;28.260.530/0001-98;BOGARI VALUE A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-12-31;1342492250.13
FI;28.260.563/0001-38;FLORIDA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;22803859.62
FI;28.272.960/0001-20;AMZ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;13459952.45
FI;28.272.963/0001-63;GUAIUBA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;22734417.36
FI;28.280.864/0001-23;ITAÚ SELEÇÃO MULTIFUNDOS GLOBAL ALPHA MULTIMERCADO INVESTIMENTO NO EXTERIOR FICFI;2021-12-31;10904760.93
FI;28.280.879/0001-91;ITAÚ QUASAR DIRECT LENDING MULTIMERCADO CREDITO PRIVADO FUNDO DE INV EM COTAS DE FUNDOS DE INV;2021-12-31;89227508.95
FI;28.280.887/0001-38;ITAÚ FOF MULTI GLOBAL ALPHA FUNDO DE INV EM COTAS DE FUNDOS DE INV MULTIMERCADO INV NO EXTERIOR;2021-12-31;29082853.14
FI;28.280.933/0001-07;MDUFFY FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;34733921.80
FI;28.280.940/0001-09;DDUFFY FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;32562993.44
FI;28.280.945/0001-23;ITAÚ CORPORATE CRÉDITO PRIVADO DIFERENCIADO IQ RENDA FIXA FUNDO DE INV EM COTAS DE FUNDOS DE INVESTI;2021-12-31;1844436608.65
FI;28.280.953/0001-70;ITAÚ VÉRTICE FOF CLEAR STR FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;276526996.55
FI;28.280.961/0001-16;ABSOLUTE HEDGE SELEÇÃO FUNDO DE INVESTIMENTOS EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;150399709.57
FI;28.280.963/0001-05;ITAÚ VERSO E FX MULTIMERCADO FUNDO DE INVESTIMENTO;2021-12-31;648166339.08
FI;28.280.971/0001-51;FLORIM FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;14210136.71
FI;28.280.995/0001-00;ITAÚ FLEXPREV RENDA FIXA VISION PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO;2021-12-31;6449099264.56
FI;28.281.010/0001-61;IMP BLUAURA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;31865811.07
FI;28.281.028/0001-63;MLPOOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INV MULTIMERCADO CRÉDITO PRIVADO INV NO EXTERIOR;2021-12-31;22188641.09
FI;28.287.037/0001-61;BUSCADOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;4442778.89
FI;28.287.052/0001-00;CANOPUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;24716121.52
FI;28.287.069/0001-67;RENGIC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;20178718.80
FI;28.287.169/0001-93;SISTERS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;13898807.66
FI;28.287.180/0001-53;KOMPASSUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;38471646.57
FI;28.289.141/0001-95;M&T2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;7544966.27
FI;28.289.146/0001-18;PIPPO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;13274467.74
FI;28.289.160/0001-11;KALM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;73084053.88
FI;28.289.191/0001-72;CIRCINUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;224521961.00
FI;28.289.215/0001-93;SAFRA FERMAT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;529055871.11
FI;28.296.470/0001-63;CSHG 2005 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-12-31;11448627.62
FI;28.296.482/0001-98;CSHG CAROLINA REAPER FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-12-31;12057604.03
FI;28.296.490/0001-34;CSHG TOP FUSION FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-12-31;162204974.13
FI;28.296.494/0001-12;CSHG RAEDAN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-12-31;53838867.76
FI;28.320.600/0001-56;LEGG MASON CLEARBRIDGE US LARGE CAP GROWTH FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;433881354.13
FI;28.320.626/0001-02;LEGG MASON ROYCE US SMALL CAP OPPORTUNITY FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;106695498.40
FI;28.320.645/0001-20;WESTERN ASSET PREV IBRX ALPHA MASTER AÇÕES FUNDO DE INVESTIMENTO;2021-12-31;146864354.91
FI;28.320.666/0001-46;MULTIPREV VALUATION FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;516594695.06
FI;28.320.756/0001-37;WESTERN ASSET TOTAL CREDIT ADVISORY FIC FI RENDA FIXA CRÉDITO PRIVADO;2021-12-31;1608250275.54
FI;28.320.857/0001-08;WESTERN ASSET TOTAL CREDIT FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;1061282871.01
FI;28.320.922/0001-03;ICATU SEG TESOURO JURO REAL 2024 FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;36630163.40
FI;28.320.973/0001-27;ICATU SEG TESOURO JURO REAL 2050 FUNDO DE INVESTIMENTO RENDA FIXA PREVIDENCIÁRIO;2021-12-31;14029552.39
FI;28.320.997/0001-86;ICATU SEG TESOURO JURO REAL 2024 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2021-12-31;31309688.40
FI;28.321.046/0001-21;TOTVS FUNDO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PGBL/VGBL;2021-12-31;78083630.10
FI;28.321.061/0001-70;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO GRANITO;2021-12-31;37798825.78
FI;28.321.085/0001-29;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO ÁGUIA;2021-12-31;184089731.37
FI;28.321.101/0001-83;TONGA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;8428170.03
FI;28.321.142/0001-70;TIM PREV CORPORATE FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;2021-12-31;43352986.00
FI;28.321.170/0001-97;CLAVA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;26490591.98
FI;28.321.199/0001-79;GVGR2 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;18220209.36
FI;28.321.220/0001-36;SOLANA EQUITY HEDGE II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;166465886.43
FI;28.321.288/0001-15;G5 TRITON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;21875742.10
FI;28.321.311/0001-71;PROSPERITA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;11712980.59
FI;28.323.235/0001-33;SOLIDUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;1735909.62
FI;28.345.314/0001-45;CSHG PORTFOLIO MULTIGESTORES FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO - CRED PRIV IE;2021-12-31;398078902.21
FI;28.345.327/0001-14;2015 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-12-31;11510973.47
FI;28.345.337/0001-50;CANVAS DAKAR LONG BIAS CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;5421293.11
FI;28.345.351/0001-53;CANVAS VECTOR CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;98728376.78
FI;28.345.356/0001-86;CANVAS DAKAR LONG BIAS MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;33274092.93
FI;28.353.060/0001-07;KADIMA XP SEGUROS PREV FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;983185646.49
FI;28.364.567/0001-66;CSHG OCTAVIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-12-31;31577403.73
FI;28.364.587/0001-37;CSHG 1122C FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;891234165.98
FI;28.364.710/0001-10;CSHG 2027 FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;66029681.08
FI;28.376.229/0001-44;NANOOK FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;17937906.34
FI;28.386.117/0001-74;MAKO FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;45852849.82
FI;28.386.148/0001-25;NÚCLEO WFO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-12-31;210793781.88
